Odd Notion Winter 07,4155,812,-1,-1,7.5,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Magic Hat,5 Bartlett Bay Road,South Burlington,Vermont,United States,"44.4284,-73.2131",http://www.magichat.net/
Maibark,4226,1255,7,91,6.5,0,0,0,,,0,2010-07-22T13:00:00-07:00,German-Style Heller Bock/Maibock,German Lager,Thirsty Dog Brewing,529 Grant St. Suite B,Akron,Ohio,United States,"41.0689,-81.5172",http://www.thirstydog.com
Aecht Schlenkerla Rauchbier Urbock,4241,650,7,90,6,0,0,0,,,0,2010-07-22T13:00:00-07:00,Traditional German-Style Bock,German Lager,Heller Bru Trum,Dominikanerstrae 6,Bamberg,Bayern,Germany,"49.892,10.8853",
Shiner Bock,4488,1179,8,95,4.4000000954,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Lager,North American Lager,Spoetzl Brewery,603 East Brewery Street,Shiner,Texas,United States,"29.426,-97.1607",http://www.shiner.com
Sloth,4835,858,3,43,10.199999809,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Imperial Stout,North American Ale,Midnight Sun Brewing Co.,8111 Dimond Hook Drive,Anchorage,Alaska,United States,"61.1473,-149.844",http://www.midnightsunbrewing.com/
Locke Mountain Light,5085,833,8,96,3.7000000477,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Light Lager,North American Lager,Marzoni's Brick Oven & Brewing Co,165 Patchway Road,Duncansville,Pennsylvania,United States,"40.4234,-78.4339",http://www.marzonis.com/
Valley Brewing London Tavern Ale,5289,1320,1,10,4.4000000954,0,0,0,,,0,2010-07-22T13:00:00-07:00,English-Style Pale Mild Ale,British Ale,Valley Brewing Company,1950 W. Fremont St.,Stockton,California,United States,"37.9551,-121.322",http://www.valleybrew.com/
Elissa IPA,5322,1091,3,31,6.5999999046,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style India Pale Ale,North American Ale,Saint Arnold Brewing,2522 Fairway Park Drive,Houston,Texas,United States,"29.8123,-95.4675",http://www.saintarnold.com
The Livery Kilt Tilter,5369,1250,1,15,9,0,0,0,,,0,2010-07-22T13:00:00-07:00,Scotch Ale,British Ale,The Livery,190 5th Street,Benton Harbor,Michigan,United States,"42.1185,-86.4537",http://liverybrew.com/
Steel Toe Stout,5439,1150,1,20,5.4000000954,0,0,0,,,0,2010-07-22T13:00:00-07:00,Sweet Stout,British Ale,Ska Brewing Company,545 Turner Drive,Durango,Colorado,United States,,http://www.skabrewing.com/
Midnight Star Ale,3003,1147,3,26,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Pale Ale,North American Ale,Sioux Falls Brewing,,Sioux Falls,South Dakota,United States,"43.55,-96.7003",
Light,3075,1059,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,River West Brewing,,Chicago,Illinois,United States,"41.85,-87.6501",
Bullfrog Bitter ESB,3078,1059,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,River West Brewing,,Chicago,Illinois,United States,"41.85,-87.6501",
Horn of the Bear Barleywine,3255,41,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Anderson Valley Brewing,17700 Boonville Rd,Boonville,California,United States,"39.0014,-123.356",http://avbc.com/
Our Special Ale 1997,3359,39,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Anchor Brewing,1705 Mariposa Street,San Francisco,California,United States,"37.7635,-122.401",
Frolic Shipwreck 1850 Ale,3363,847,1,13,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,Old Ale,British Ale,Mendocino Brewing - Hopland,13351 Highway 101,Hopland,California,United States,"38.9734,-123.116",
Golden Bear Lager,3473,582,8,95,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Lager,North American Lager,Golden Pacific Brewing,,Berkeley,California,United States,"37.8716,-122.273",
Whooping Wheat,3735,412,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Crane River Brewpub and Cafe,,Lincoln,Nebraska,United States,"40.8069,-96.6817",
HopBack Amber Ale,3747,1286,3,33,5.5999999046,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Amber/Red Ale,North American Ale,Troegs Brewing,800 Paxton Street,Harrisburg,Pennsylvania,United States,"40.2559,-76.8715",http://www.troegs.com/
Schlafly Pale Ale,2136,1092,3,26,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Pale Ale,North American Ale,Saint Louis Brewery / Schlafy Tap Room,2100 Locust Street,Saint Louis,Missouri,United States,"38.633,-90.21",http://www.schlafly.com/
Christmas Ale,2216,1041,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Ramapo Valley Brewery,143 Highway 59 Building 6,Hillburn,New York,United States,"41.1151,-74.147",
Hard Woods Pale,2440,980,3,26,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Pale Ale,North American Ale,PH Woods Diner and Brewery,23060 Alessandro Boulevard,Moreno Valley,California,United States,"33.9176,-117.26",
Amber Ale,2591,830,3,33,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Amber/Red Ale,North American Ale,Marquette Harbor Brewery and Restaurant,119 South Front Street,Marquette,Michigan,United States,"46.5431,-87.3929",
Oderbolz Bock,2793,1103,7,90,6.5,0,0,0,,,0,2010-07-22T13:00:00-07:00,Traditional German-Style Bock,German Lager,Sand Creek Brewing Company,320 Pierce St,Black River Falls,Wisconsin,United States,"44.2929,-90.8511",http://www.sandcreekbrewing.com/
Pilsner,2908,56,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Atwater Block Brewing,237 Joseph Campau Street,Detroit,Michigan,United States,"42.3372,-83.0186",http://www.atwaterbeer.com
Stoudt's Double India Pale Ale,4452,1211,3,32,10,0,0,0,,,0,2010-07-22T13:00:00-07:00,Imperial or Double India Pale Ale,North American Ale,Stoudt's Brewery,2800 North Reading Road,Adamstown,Pennsylvania,United States,"40.2369,-76.072",http://www.stoudtsbeer.com/brewery.html
2004 Symposium Ale,1196,1204,-1,-1,7.5,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Stone Brewing Co.,1999 Citracado Parkway,Escondido,California,United States,"33.1157,-117.12",http://www.stonebrew.com/
Alt-Er-Ego Amber,1220,945,3,38,5,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Brown Ale,North American Ale,On Tap Bistro & Brewery,,San Diego,California,United States,"32.7153,-117.157",
Hop Pocket Ale,1366,1293,3,26,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Pale Ale,North American Ale,Tuppers Hop Pocket Ale,6404 Redwing Road,Bethesda,Maryland,United States,"38.9735,-77.1272",
Irish Red Ale,1469,1339,3,33,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Amber/Red Ale,North American Ale,Water Street Brewery,1101 North Water Street,Milwaukee,Wisconsin,United States,"43.0448,-87.9114",
Cinq Cents (White),1591,173,-1,-1,8,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Brasserie de l'Abbaye de Scourmont (Trappistes),Route de Rond Point 294,Chimay-Forges,Hainaut,Belgium,"49.9842,4.3111",
Messing,1645,229,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Brauhaus Johann Albrecht - Dsseldorf,Niederkasseler Strae 104,Dsseldorf,Nordrhein-Westfalen,Germany,"51.2404,6.7516",
Bavarian Lager,1702,338,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Capital Brewery,7734 Terrace Avenue,Middleton,Wisconsin,United States,"43.0949,-89.5163",http://www.capital-brewery.com/
Premi̬re (Red),1836,173,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Brasserie de l'Abbaye de Scourmont (Trappistes),Route de Rond Point 294,Chimay-Forges,Hainaut,Belgium,"49.9842,4.3111",
Dells Chief Amber Ale,1878,888,3,33,4.5,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Amber/Red Ale,North American Ale,Moosejaw Pizza & Dells Brewing Company,110 Wisconsin Dells Parkway South,Wisconsin Dells,Wisconsin,United States,"43.5907,-89.7939",
Munich Dunkel,1969,254,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Bricktown Brewery,299 Main Street,Dubuque,Iowa,United States,"42.4965,-90.6652",
Swallow Wit,4729,857,5,67,4.8000001907,0,0,0,,,0,2010-07-22T13:00:00-07:00,Belgian-Style White,Belgian and French Ale,Middle Ages Brewing,120 Wilkinson Street,Syracuse,New York,United States,"43.0508,-76.1617",http://www.middleagesbrewing.com/
Pete's Wicked Wanderlust Cream Ale,4861,978,11,113,5.5999999046,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Cream Ale or Lager,Other Style,Pete's Brewing,14800 San Pedro Avenue,San Antonio,Texas,United States,"29.5761,-98.4772",http://www.peteswicked.com/
Raspberry Wheat,4866,114,11,116,4.8000001907,0,0,0,,,0,2010-07-22T13:00:00-07:00,Light American Wheat Ale or Lager,Other Style,Big Buck Brewery,550 South Wisconsin Avenue,Gaylord,Michigan,United States,"45.0223,-84.6826",http://www.bigbuck.com/gaylord.html
Dark,2993,57,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,August Schell Brewing,1860 Schell Road,New Ulm,Minnesota,United States,"44.2896,-94.449",http://www.schellsbrewery.com/
India Pale Ale,3076,1059,3,26,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Pale Ale,North American Ale,River West Brewing,,Chicago,Illinois,United States,"41.85,-87.6501",
Chubby Brown,3141,1260,3,38,8,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Brown Ale,North American Ale,Three Floyds Brewing,9750 Indiana Parkway,Munster,Indiana,United States,"41.5354,-87.5158",http://www.threefloydspub.com/
Gingerwheat,3368,1277,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Trade Winds Brewing,,Wailuku,Hawaii,United States,"20.8911,-156.505",
Mirrorpond Pale Ale,3587,441,3,26,5,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Pale Ale,North American Ale,Deschutes Brewery,901 SW Simpson Avenue,Bend,Oregon,United States,"44.0474,-121.323",http://www.deschutesbrewery.com/
Macadamia Nut Brown,3596,22,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Ali`i Brewing,,Honolulu,Hawaii,United States,"21.3069,-157.858",
Special Old Ale,3641,394,1,13,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,Old Ale,British Ale,Commonwealth Brewing #1,,Boston,Massachusetts,United States,"42.3584,-71.0598",
Cass Fresh,3700,715,8,95,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Lager,North American Lager,Jinro Coors Brewing,"Cheongwon Factory: 52, Joongsam-Ri, Hyundo-Myun",Seoul,,"Korea, Republic of","37.5665,126.978",
Miller Chill,3777,863,8,96,4.0999999046,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Light Lager,North American Lager,Miller Brewing,3939 W. Highland Blvd,Milwaukee,Wisconsin,United States,"43.0445,-87.9626",http://www.millerbrewing.com
HIPA,3949,812,3,31,6.8000001907,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style India Pale Ale,North American Ale,Magic Hat,5 Bartlett Bay Road,South Burlington,Vermont,United States,"44.4284,-73.2131",http://www.magichat.net/
Frosty Frog,4202,1072,11,141,9,0,0,0,,,0,2010-07-22T13:00:00-07:00,Winter Warmer,Other Style,Rogue Ales,2320 SE OSU Drive,Newport,Oregon,United States,"44.6202,-124.052",http://www.rogue.com
Balashi,4235,289,7,77,5,0,0,0,,,0,2010-07-22T13:00:00-07:00,German-Style Pilsener,German Lager,Brouwerij Nacional Balashi,,,,Aruba,,http://www.balashi.com/balashi/
Delirium Nocturnum,4486,285,5,66,9,0,0,0,,,0,2010-07-22T13:00:00-07:00,Belgian-Style Dark Strong Ale,Belgian and French Ale,Brouwerij Huyghe,Brusselse Steenweg 282,Melle,Oost-Vlaanderen,Belgium,,
"Maharaja, The",4515,62,3,32,10.5,0,0,0,,,0,2010-07-22T13:00:00-07:00,Imperial or Double India Pale Ale,North American Ale,Avery Brewing Company,5763 Arapahoe Avenue,Boulder,Colorado,United States,"40.0166,-105.219",http://www.averybrewing.com/
Promethean Porter,2036,151,2,25,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,Porter,Irish Ale,Bonfire Brewery,,Northville,Michigan,United States,"42.4311,-83.4833",
Ruby Red Lager,2110,1171,8,95,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Lager,North American Lager,Southend Brewery and Smokehouse - Charleston,161 East Bay Street,Charleston,South Carolina,United States,"32.7785,-79.9273",
Blonde Ale,2257,585,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Goose Island Beer Company - Clybourn,1800 North Clybourn Avenue,Chicago,Illinois,United States,"41.9137,-87.6543",
ESB,2310,652,-1,-1,6,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Hereford & Hops Steakhouse and Brewpub #3,2201 Sherman Street,Wausau,Wisconsin,United States,"44.9518,-89.6657",
Framingham Maibock,2524,720,7,90,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,Traditional German-Style Bock,German Lager,John Harvard's Brew House - Harvard Square,33 Dunster Street,Cambridge,Massachusetts,United States,"42.3724,-71.1193",
Black Cat,2568,884,1,10,3.4000000954,0,0,0,,,0,2010-07-22T13:00:00-07:00,English-Style Pale Mild Ale,British Ale,Moorhouse's Brewery (Burnley),4 Moorhouse Street,Burnley,Lancashire,United Kingdom,"53.7864,-2.2694",
Blanche des Moines,348,187,-1,-1,4.5,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Brasserie du Bocq,Rue de la Brasserie 4,Purnode,Namur,Belgium,"50.3114,4.9435",
Old Foghorn 2006,383,39,-1,-1,9.3999996185,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Anchor Brewing,1705 Mariposa Street,San Francisco,California,United States,"37.7635,-122.401",
Gueuze Bio / Organic Gueuze,652,202,5,70,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,Belgian-Style Fruit Lambic,Belgian and French Ale,Brasserie-Brouwerij Cantillon,Gheudestraat 56,Anderlecht,Brussel,Belgium,"50.8416,4.3355",http://www.cantillon.be/
Grand Cru,925,447,-1,-1,10,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Dick's Brewing,5945 Prather Road,Centralia,Washington,United States,"46.7713,-123.007",
Route 113 IPA,975,1158,3,31,7.1999998093,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style India Pale Ale,North American Ale,Sly Fox Brewhouse and Eatery - Royersford,312 North Lewis Road,Royersford,Pennsylvania,United States,"40.1943,-75.534",http://www.slyfoxbeer.com/index1.asp
Yellow Snow IPA,4993,1072,3,31,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style India Pale Ale,North American Ale,Rogue Ales,2320 SE OSU Drive,Newport,Oregon,United States,"44.6202,-124.052",http://www.rogue.com
Foggy Goggle Belgian White,4998,520,5,67,5.3000001907,0,0,0,,,0,2010-07-22T13:00:00-07:00,Belgian-Style White,Belgian and French Ale,Fifty Fifty Brewing Co.,11197 Brockway Road,Truckee,California,United States,"39.322,-120.163",http://www.fiftyfiftybrewing.com/
Fargo Brothers Hefeweizen,5007,1301,4,50,5.25,0,0,0,,,0,2010-07-22T13:00:00-07:00,South German-Style Hefeweizen,German Ale,Tyranena Brewing,1025 Owen Street,Lake Mills,Wisconsin,United States,"43.0862,-88.8967",http://www.tyranena.com
Melting Pot Pale Ale,5099,1061,3,26,5.5,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Pale Ale,North American Ale,Rivertowne Pour House,312 Center Rd,Monroeville,Pennsylvania,United States,"40.4465,-79.7642",http://www.myrivertowne.com/
Victorian IPA,5306,1166,3,31,6.1999998093,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style India Pale Ale,North American Ale,Sonoran Brewing Company,10426 East Jomax Road,Scottsdale,Arizona,United States,"33.7268,-111.853",http://www.sonoranbrewing.com/
Celebration Wheat,5342,402,11,116,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,Light American Wheat Ale or Lager,Other Style,Copper Kettle Brewery,339 Fairground Rd,Millmont,Pennsylvania,United States,"40.8942,-77.1971",http://www.ckbrewery.com/
Local 2,5375,259,5,66,8.6999998093,0,0,0,,,0,2010-07-22T13:00:00-07:00,Belgian-Style Dark Strong Ale,Belgian and French Ale,Brooklyn Brewery,79 North Eleventh Street,Brooklyn,New York,United States,"40.7215,-73.9575",http://www.brooklynbrewery.com/
3 Monts,5394,177,-1,-1,8.5,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Brasserie De Saint Sylvestre,"121, rue de la Chapelle",St-Sylvestre-Cappel,,France,"50.7975,2.5412",http://www.brasserie-st-sylvestre.com/
Green Monsta Ale,5556,1332,3,30,7.3000001907,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Strong Pale Ale,North American Ale,Wachusetts Brewing Company,175 State Road East,Westminster,Massachusetts,United States,"42.5586,-71.8715",http://www.wachusettbrew.com
Wild Frog Wheat,5791,673,4,50,6,0,0,0,,,0,2010-07-22T13:00:00-07:00,South German-Style Hefeweizen,German Ale,Hoppin Frog Brewery,1680-F East Waterloo Rd.,Akron,Ohio,United States,"41.0247,-81.4676",http://www.hoppinfrog.com/
471 Pilsner,1146,236,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Breckenridge Brewery,471 Kalamath Street,Denver,Colorado,United States,"39.7236,-105.001",http://www.breckbrew.com/
Christmas Ale,1423,637,-1,-1,8.1000003815,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Harvey & Son (Lewes),6 Cliffe High Street,Lewes,East Sussex,United Kingdom,"50.8742,0.0167",
Big Swede Swedish-Style Imperial Stout,1491,1327,3,42,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Stout,North American Ale,Viking Brewing,234 Dallas Street West,Dallas,Wisconsin,United States,"45.2585,-91.8181",
Premium Ale,1588,766,3,26,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Pale Ale,North American Ale,Lake Louie Brewing,7556 Pine Road,Arena,Wisconsin,United States,"43.1706,-89.9324",
Altbairisch Dunkel,1634,664,-1,-1,5.5,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Hofbruhaus Traunstein,Hofgasse 6-11,Traunstein,Bayern,Germany,"47.8691,12.6505",
Green Beer,1733,1032,8,95,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Lager,North American Lager,Qingdao Brewery,"Hongkong Road, Central",Qingdao,Shandong,China,"36.0663,120.383",
New Hops Ale,1873,888,3,26,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Pale Ale,North American Ale,Moosejaw Pizza & Dells Brewing Company,110 Wisconsin Dells Parkway South,Wisconsin Dells,Wisconsin,United States,"43.5907,-89.7939",
Weizen,1883,403,4,50,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,South German-Style Hefeweizen,German Ale,Corner Pub,100 Main Street,Reedsburg,Wisconsin,United States,"43.5323,-90.0099",
Amber Ale,2465,711,3,33,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Amber/Red Ale,North American Ale,Jarre Creek Ranch Brewing,,Castle Rock,Colorado,United States,"39.3722,-104.856",
Imperial Stout,2584,892,3,42,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Stout,North American Ale,Moylan's Brewery & Restaurant,15 Rowland Way,Novato,California,United States,"38.0941,-122.557",http://www.moylans.com/
Peninsula Pirate Pilsner,2795,1216,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Sturgeon Bay Brewing,,Sturgeon Bay,Wisconsin,United States,"44.8342,-87.377",
Trumpeter,149,1151,3,42,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Stout,North American Ale,Skagit River Brewing,404 South Third Street,Mount Vernon,Washington,United States,"48.4192,-122.335",
Barleywine,748,504,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Engine House #9,611 North Pine,Tacoma,Washington,United States,"47.256,-122.473",
Hefeweizen,774,1030,8,95,5.1999998093,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Lager,North American Lager,"Pyramid Alehouse, Brewery and Restaurant - Seattle",1201 First Avenue South,Seattle,Washington,United States,,
American Wheat,4029,1316,11,116,4.6999998093,0,0,0,,,0,2010-07-22T13:00:00-07:00,Light American Wheat Ale or Lager,Other Style,Upstream Brewing Old Market,514 South Eleventh Street,Omaha,Nebraska,United States,"41.2553,-95.9306",http://www.upstreambrewing.com/
Alaskan Barley Wine Ale,4087,17,3,35,10.399999619,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Barley Wine Ale,North American Ale,Alaskan Brewing,5429 Shaune Drive,Juneau,Alaska,United States,"58.3573,-134.49",http://www.alaskanbeer.com/
Wizard's Winter Ale,4735,857,11,141,6.8000001907,0,0,0,,,0,2010-07-22T13:00:00-07:00,Winter Warmer,Other Style,Middle Ages Brewing,120 Wilkinson Street,Syracuse,New York,United States,"43.0508,-76.1617",http://www.middleagesbrewing.com/
Elk Creek Copper Ale,5078,490,3,33,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Amber/Red Ale,North American Ale,Elk Creek Cafe and Aleworks,100 West Main Street PO Box 432,Millheim,Pennsylvania,United States,"40.8911,-77.477",http://www.elkcreekcafe.net/
White Horse Hefeweizen,5166,1081,4,50,4.6999998093,0,0,0,,,0,2010-07-22T13:00:00-07:00,South German-Style Hefeweizen,German Ale,Roy Pitz Brewing Company,140 North Third Street,Chambersburg,Pennsylvania,United States,"39.939,-77.6566",http://roypitz.com/
Lift Bridge Pale Ale,5241,787,3,26,5.5,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Pale Ale,North American Ale,Lift Bridge Brewery,,Stillwater,Minnesota,United States,"45.0565,-92.8222",http://www.liftbridgebrewery.com/
Bikini Blonde Lager,5384,836,-1,-1,3.7999999523,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Maui Brewing Co.,4405 Honoapiilani Highway #217,"Lahaina, Maui",Hawaii,United States,"20.9721,-156.677",http://mauibrewingco.com/
Restoration Pale Ale,5432,10,3,26,5,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Pale Ale,North American Ale,Abita Brewing Company,PO Box 1510,Abita Springs,Louisiana,United States,"30.5049,-89.944",http://www.abita.com/
Barelegs Brew,5813,1213,1,1,4.5,0,0,0,,,0,2010-07-22T13:00:00-07:00,Classic English-Style Pale Ale,British Ale,Strangford Lough Brewing Company Ltd,Braidleigh Lodge 22 Shore Road,Killyleagh,County Down,Ireland,"54.3906,-5.6548",http://slbc.ie/
Coffee Stout,5874,1092,3,42,5.6999998093,30,47,0,,,280,2011-02-07T06:29:00-08:00,American-Style Stout,North American Ale,Saint Louis Brewery / Schlafy Tap Room,2100 Locust Street,Saint Louis,Missouri,United States,"38.633,-90.21",http://www.schlafly.com/
Dark Mild,5890,1412,1,11,3.2000000477,0,0,0,,,455,2011-05-16T20:19:00-07:00,English-Style Dark Mild Ale,British Ale,Cains,Robert Cain Brewery,Liverpool,Merseyside,United Kingdom,,http://www.cains.co.uk/
Ambr,5914,1423,11,132,0,0,0,0,,,602,2011-10-03T17:25:00-07:00,Out of Category,Other Style,Brasserie du Bouffay,54 Rue des Monceaux,Carquefou,,France,,
Export,3248,510,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Etna Brewing,131 Callahan,Etna,California,United States,"41.4559,-122.846",
Blonde Ale,3313,75,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Barley Brothers Brewery and Grill,1425 McCulloch Boulevard,Lake Havasu City,Arizona,United States,"34.4702,-114.35",
Golden Vanilla Ale,3498,1256,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,ThirstyBear Brewing,661 Howard Street,San Francisco,California,United States,"37.7855,-122.4",
Thomas Kemper HefeWeizen,3506,1029,4,50,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,South German-Style Hefeweizen,German Ale,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",901 Gilman Street,Berkeley,California,United States,"37.8806,-122.3",
Bad Bear Brown,3688,438,3,38,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Brown Ale,North American Ale,Dempsey's Restaurant & Brewery,50 East Washington Street,Petaluma,California,United States,"38.2362,-122.64",
Strom Bomb Stout,1150,159,3,42,7.3000001907,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Stout,North American Ale,Bottom's Up Brewing,402 West Pine Street,Pinedale,Wyoming,United States,"42.8666,-109.866",
Hacker-Pschorr Hubertus Bock,1404,972,7,90,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,Traditional German-Style Bock,German Lager,Paulaner,,Munich,,Germany,"48.1391,11.5802",http://www.paulaner.com/
Trappist Blond,1428,270,-1,-1,8,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Brouwerij De Achelse Kluis,De Kluis 1,Achel,Limburg,Belgium,"51.2986,5.4896",
Belgian Wit,98,901,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Nebraska Brewing Company,7474 Towne Center Parkway #101,Papillion,Nebraska,United States,"37.244,-107.879",
Blue Dot Double India Pale Ale,134,622,3,32,7,0,0,0,,,0,2010-07-22T13:00:00-07:00,Imperial or Double India Pale Ale,North American Ale,Hair of the Dog Brewing,4509 SE 23rd Avenue,Portland,Oregon,United States,"45.4901,-122.643",
471 Extra ESB,137,236,-1,-1,7.8000001907,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Breckenridge Brewery,471 Kalamath Street,Denver,Colorado,United States,"39.7236,-105.001",http://www.breckbrew.com/
Dark German Lager,238,501,-1,-1,0,0,0,0,,,0,2010-07-22T13:00:00-07:00,,,Empyrean Brewing Company,729 Q Street,Lincoln,Nebraska,United States,"40.8155,-96.7105",
Imperial Stout,374,935,3,42,7.0999999046,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Stout,North American Ale,Odell Brewing,800 East Lincoln Avenue,Fort Collins,Colorado,United States,"40.5894,-105.063",
Bravo,5069,1352,11,116,6.5,0,0,0,,,0,2010-07-22T13:00:00-07:00,Light American Wheat Ale or Lager,Other Style,Weyerbacher Brewing Company,905 Line Street,Easton,Pennsylvania,United States,"40.6732,-75.2249",http://www.weyerbacher.com/
Daddy Fat Sacs Imperial IPA,5171,1081,3,32,7.5,0,0,0,,,0,2010-07-22T13:00:00-07:00,Imperial or Double India Pale Ale,North American Ale,Roy Pitz Brewing Company,140 North Third Street,Chambersburg,Pennsylvania,United States,"39.939,-77.6566",http://roypitz.com/
SunRay Wheat Beer,5593,1243,11,116,4.6999998093,0,0,0,,,0,2010-07-22T13:00:00-07:00,Light American Wheat Ale or Lager,Other Style,Terrapin Beer Company,196 Alps Road,Athens,Georgia,United States,"33.9459,-83.4105",http://www.terrapinbeer.com/
Apex,5795,94,3,32,7.5,0,0,0,,,0,2010-07-22T13:00:00-07:00,Imperial or Double India Pale Ale,North American Ale,Bear Republic Brewery,345 Healdsburg Avenue,Healdsburg,California,United States,"38.6112,-122.871",http://www.bearrepublic.com/
Sunset Amber Lager,4810,853,8,95,5,0,0,0,,,0,2010-07-22T13:00:00-07:00,American-Style Lager,North American Lager,Michigan Brewing,1093 Highview Drive,Webberville,Michigan,United States,"42.6616,-84.1946",http://www.michiganbrewing.com/
