beer_id,brewery_id,beer_name,beer_style,beer_abv
17211,9484,Marzen,Märzen / Oktoberfest,4.5
17212,9484,Helles,Munich Helles Lager,4.5
17213,9484,Weizen,Hefeweizen,4.5
17214,738,Fantôme Flop!,Saison / Farmhouse Ale,8.0
17215,2725,Kraftbräu Blonde Trippel,Tripel,9.5
17217,409,Stenner Creek Stout,American Stout,
17218,2428,L'Abbeye De Marquette,Belgian Pale Ale,6.5
17219,2428,Extra White (Blanche De Sources),Witbier,5.5
17220,971,IPA,American IPA,
17221,8264,Påske Bock,Doppelbock,7.5
17222,8264,King's County Brown Ale,English Brown Ale,5.5
17223,1381,Frau Marta,Euro Pale Lager,
17224,9484,Pilsener,German Pilsener,4.5
17225,3774,Zubr Classic,Czech Pilsener,4.1
17226,30,Avery Anniversary Ale - Eleven,American Double / Imperial IPA,9.0
17228,562,Coastal Light Low Carbohydrate Lager,Light Lager,3.6
17230,1548,Cerasus Fermentum,Belgian Dark Ale,
17231,1548,Midwinter's Imperial Stout,Russian Imperial Stout,9.0
17232,9510,Waldhaus Ohne Filter,Keller Bier / Zwickel Bier,
17233,9510,Waldhaus Spezial Bier,American Adjunct Lager,
17234,2891,Karlsbräu,German Pilsener,5.0
17235,3196,Vienna Lager,Vienna Lager,5.4
17236,9343,Don Pedro Cerveza,Fruit / Vegetable Beer,3.7
17237,9,Mackeson Stout,Milk / Sweet Stout,3.0
17238,209,Satzenbrau,Czech Pilsener,5.5
17239,1636,Machine S-Hop Pale Ale,American Pale Ale (APA),7.2
17240,7253,Great White Wheat,Hefeweizen,
17241,287,Bell's Fawcett's Folly Ale,American Barleywine,11.0
17242,888,Nautica,American Adjunct Lager,
17243,9482,Red Ale,American Amber / Red Ale,
17244,9482,Weizen,Hefeweizen,
17245,3768,Moondance IPA,American IPA,6.2
17246,583,Schlafly 1904 American Lager,American Adjunct Lager,
17247,8540,Phoenix Red,American Amber / Red Ale,
17248,487,Maibock,Maibock / Helles Bock,6.5
17249,487,California Common,California Common / Steam Beer,6.0
17250,4983,Crosswalk Wheat,American Pale Wheat Ale,4.8
17251,4983,Black Cherry Stout,Fruit / Vegetable Beer,7.2
17252,2758,April Fuel,American Pale Wheat Ale,4.8
17253,9482,Kamukamu Pilsener,German Pilsener,
17254,427,Tesco Lager,Euro Pale Lager,4.0
17256,139,Shipyard Light Beer,American Blonde Ale,3.2
17258,1550,"El ""Jefe"" Hefeweizen",Hefeweizen,
17260,4983,Walking Stick Stout,Oatmeal Stout,7.2
17261,4983,Ramblin' Raspberry,Fruit / Vegetable Beer,4.5
17262,1550,Mary Jane Strong Ale,American Strong Ale,7.2
17263,1164,Irish Stout,Irish Dry Stout,3.5
17264,3768,Pale Moon,American Pale Ale (APA),5.0
17265,3768,Total Eclipse,Oatmeal Stout,6.0
17266,3768,Bella Luna Best Bitter,Extra Special / Strong Bitter (ESB),5.0
17267,4983,Walking Man IPA,American IPA,7.2
17268,2454,Stillwater Vanilla Cream Ale,Cream Ale,4.5
17269,3240,Honey Orange Wheat,Fruit / Vegetable Beer,
17270,3240,Shot In The Dark Stout,American Stout,
17271,940,Dogwood Winter Ale (2003 Whiskey-Barrel Aged),Dubbel,
17272,9483,Yoru No Uragiri,Foreign / Export Stout,7.0
17273,212,St. Louis Cassis Lambic,Lambic - Fruit,3.6
17274,5062,Sainsburys Bavarian Wheat Beer,American Pale Wheat Ale,5.0
17275,6346,Dark Lager,Munich Dunkel Lager,4.8
17276,2807,La Vache Folle - ESB,Extra Special / Strong Bitter (ESB),6.0
17277,2739,Stout,Irish Dry Stout,5.0
17278,738,Fantôme Babillard BBBrr,Saison / Farmhouse Ale,6.0
17279,113,Samuel Smith's Dark Mild,English Dark Mild Ale,3.5
17280,4983,Pale Strider,American Pale Ale (APA),5.2
17281,5266,Nut Brown Ale,English Brown Ale,
17282,4983,High Road Scotch Ale,Scotch Ale / Wee Heavy,9.7
17283,113,Samuel Smith's Sovereign Best Bitter,English Bitter,4.1
17284,113,Samuel Smith's Tadcaster Bitter,English Bitter,3.8
17285,14,Straight-Edge Stout,American Stout,6.1
17286,9292,Nigori Shironama,Witbier,5.0
17287,8877,Double Chocolate Porter,American Porter,6.0
17288,1888,Belgian-Style Trippel,Tripel,8.1
17289,10099,Liquor De Malt,American Malt Liquor,7.0
17291,309,Jenlain Bière De Noël,Bière de Garde,6.8
17292,7406,India Pale Ale,American IPA,
17293,2593,Industrial Park Ale,American IPA,5.5
17294,5266,Paradise Pale Ale,American Pale Ale (APA),5.0
17295,3300,"La Malagne (for Archaeopark, Rochefort)",Belgian Strong Pale Ale,7.5
17296,4748,Gylltur,American Adjunct Lager,5.6
17298,637,Redor Pils,Czech Pilsener,6.2
17299,9529,Nitro Porter,American Porter,5.8
17300,9529,Pale Ale,American Pale Ale (APA),5.9
17301,9529,Cream Ale,Cream Ale,5.0
17302,9529,Nut Brown,English Brown Ale,5.1
17303,9529,Matt's Red,American Amber / Red Ale,5.5
17304,1479,Boag's Draught Light,Light Lager,2.7
17305,1901,Mo'Town Rye Brown Ale,American Brown Ale,
17306,1550,Erin Isle Irish Stout,Irish Dry Stout,
17307,782,Potosi Light,American Adjunct Lager,
17308,2700,Belgian Strong Ale,Belgian Strong Dark Ale,8.2
17310,5140,Holzkirchner Gold,Munich Helles Lager,5.5
17311,5141,Staudenland Helles Export,Munich Helles Lager,5.5
17312,9529,Mr. Bitters,English Bitter,
17313,761,Fat Bottom Ale,American IPA,
17314,798,Castle Eden Ale,English Pale Ale,4.2
17315,152,Young's Golden Zest,American Blonde Ale,4.7
17316,6016,Franken Bräu Pilsener,German Pilsener,4.9
17317,3691,Blond Lager,Munich Helles Lager,4.6
17318,610,Black Raven Porter,American Porter,5.4
17319,7253,Black Magic Stout,American Stout,
17320,7253,"Old Granny Smith, Green Apple Ale",Fruit / Vegetable Beer,
17321,6339,India Pale Lager,Doppelbock,
17325,1455,Buttface Amber,American Amber / Red Ale,5.8
17326,1455,Big Horn Hefeweizen,American Pale Wheat Ale,5.2
17327,1455,Blond,American Blonde Ale,
17328,1455,Big Red IPA,American IPA,6.0
17332,5187,La Brabançonne Bière Brune Spéciale,Belgian Strong Dark Ale,9.1
17334,580,Lomza Petne ( Premium Beer),Euro Pale Lager,6.2
17335,1693,Yantarnoye,Vienna Lager,4.5
17336,1880,India Pale Ale,American IPA,
17337,853,Black Oak Winter Ale,Winter Warmer,5.7
17338,701,Reefnetter Pale Ale,American Pale Ale (APA),
17339,5058,Rooster's - Hooligan,English Bitter,4.3
17340,2208,Bad Wörishofer Löwen Weissbier Hell,Hefeweizen,5.2
17341,2240,Six Shooter Imperial Wheat Pale Ale,American Pale Wheat Ale,7.6
17343,231,The People's Pint Ordinary Bitter,English Bitter,
17344,3584,OK Ale,American Pale Ale (APA),7.0
17345,1693,Yershistoye,Euro Pale Lager,6.2
17346,867,Schwarzbier,Schwarzbier,5.1
17347,2044,Starobrno Black Drak,Euro Dark Lager,5.5
17348,9035,Aiken Oatmeal Stout,Oatmeal Stout,
17349,1550,Amarillo Warrior IPA,American IPA,
17350,1853,(Styrian) Anniversary IPA,American IPA,7.0
17351,2078,Yippee Ei O Springbock,Maibock / Helles Bock,
17352,1853,Weird Beard's Maibock,Maibock / Helles Bock,
17353,1460,King's Annihilator Dopplebock,Doppelbock,
17354,149,La Raisinoise,American Blonde Ale,5.2
17355,9545,Joker Helles,Munich Helles Lager,
17356,9545,Joker Märzen,Märzen / Oktoberfest,
17357,9545,Joker Dunkel,Munich Dunkel Lager,
17359,1693,Ak Bars Lyegkoye,Euro Pale Lager,5.5
17360,4936,Chechskiy Standart Barkhatnoye,Vienna Lager,3.8
17361,586,Mona Lisa Mild,English Dark Mild Ale,4.7
17362,971,Dunkel Weizen,Dunkelweizen,
17363,3721,La Miel D'ange Blonde,Witbier,6.5
17364,2382,Ackerland,Euro Pale Lager,6.1
17365,3721,Cream Ale,Cream Ale,5.5
17367,793,Dino's Dark,American Porter,
17368,674,Old Brewery Pale Ale,American Pale Ale (APA),5.5
17369,380,Ch'ti Blonde,Bière de Garde,6.4
17370,105,Miller High Life Ice,American Adjunct Lager,
17371,9559,Kuranokahori,Altbier,4.0
17372,8155,Chopping Block India Pale Ale,American IPA,5.9
17373,2930,Cains Fine Raisin Beer,Fruit / Vegetable Beer,5.0
17374,4928,Nut Brown Ale,English Brown Ale,
17375,814,Boneyard Barley Wine,American Barleywine,8.0
17376,952,Watermelon Wheat,Fruit / Vegetable Beer,
17377,20,Green Monsta Ale,English Pale Ale,6.4
17378,750,Seven Bridges Brown Ale,English Brown Ale,
17380,435,Berghoff Solstice Wit Beer,Witbier,
17381,6372,Maibock,Maibock / Helles Bock,6.3
17382,1549,Traditional Bock,Bock,6.9
17383,1749,Altbier,Altbier,5.0
17384,1749,Blonde Bock,Maibock / Helles Bock,7.5
17385,477,Willimantic Air Mail Strong Ale,American Strong Ale,8.8
17386,1653,Station Porter,English Porter,6.1
17387,6300,Old Hat Kölsch,Kölsch,
17388,1924,ALCHEMY,Oatmeal Stout,5.2
17389,6300,Old Hat Alt Bier,Altbier,
17390,8994,Noiraude,Witbier,4.5
17392,3353,Lightning Strike Stout,American Stout,5.5
17393,7406,Sawtooth Ale,American Blonde Ale,5.4
17394,1475,Java Stout,American Stout,
17395,1341,Knockout Maibock,Maibock / Helles Bock,6.2
17396,4713,Heylandsbier Edel Export,Dortmunder / Export Lager,5.5
17397,3188,Brøckhouse Blonde,Belgian Pale Ale,6.5
17398,4713,Bavaria Kristall Weizen,Kristalweizen,5.3
17399,2078,Bishop's Pass Ale,Belgian Strong Pale Ale,7.4
17400,9568,Wotever Next?,English Bitter,5.0
17401,8994,Abbaye De Premontres,Dubbel,6.0
17402,7406,Pale Ale,English Pale Ale,5.4
17403,4712,Saint Barb's Tripel,Tripel,9.0
17404,1394,Trumpeter Imperial Stout,Russian Imperial Stout,
17405,1033,Max Maibock,Maibock / Helles Bock,
17406,1033,Max Amber,American Amber / Red Ale,
17408,2311,Apricot Wheat Beer,Fruit / Vegetable Beer,
17409,9269,BackAstor Amber,American Amber / Red Ale,5.5
17410,9269,Black Magic Stout,American Stout,4.3
17411,9269,Hoppy Accident Pale Ale,American Pale Ale (APA),
17412,9269,British Attack IPA,American IPA,7.1
17413,9269,Timbuck2,Kölsch,5.0
17414,9269,The Blonde,American Blonde Ale,
17415,6809,Ulmer Maibock,Maibock / Helles Bock,7.2
17419,1460,King's Crown Brown,English Brown Ale,5.0
17421,4983,Perambulator,Weizenbock,7.1
17422,9574,White Lion,American Blonde Ale,4.3
17423,9574,Golden Lion,English Pale Ale,4.5
17425,9574,Chardonnayle,English Pale Ale,5.1
17427,9483,Futari No Yoake,English Pale Ale,5.0
17428,9483,Youteizan Beer,American IPA,5.0
17429,9483,Otaru No Shinobiai,English Pale Ale,4.0
17430,4260,Ultra Délice,Belgian Strong Dark Ale,8.0
17431,433,Molson Canadian Cold Shots,American Adjunct Lager,6.0
17432,7406,Porter,American Porter,5.6
17433,7527,Pilsner Lager,Czech Pilsener,5.0
17434,7527,Vienna Lager,Vienna Lager,5.4
17435,863,O.V.L. Stout,Irish Dry Stout,4.8
17436,7527,ESB,Extra Special / Strong Bitter (ESB),5.4
17437,1475,Maibock,Maibock / Helles Bock,
17438,9483,Moruto No Tokimeki,American Strong Ale,7.0
17439,651,MacGregor's Red Ale,Irish Red Ale,
17440,9484,Tenshi No Shizuku (Tsubaigeruto Reebe),Fruit / Vegetable Beer,4.5
17441,863,Beerocracy,American Pale Ale (APA),5.5
17442,863,Perdition,Bière de Garde,6.1
17443,1666,India Pale Ale,American IPA,7.0
17444,1666,Scottish Style Ale,Scottish Ale,4.5
17445,1056,Spring Peach Wheat,Fruit / Vegetable Beer,
17446,4713,Bavaria Dunkles Hefeweizen,Dunkelweizen,5.3
17447,758,Gringo Modelo,Munich Dunkel Lager,
17449,7527,Blonde Ale,American Blonde Ale,4.7
17450,1457,Arbor Brewing Uskratch Maibock,Maibock / Helles Bock,8.0
17451,1411,Cacique Amber Ale,American Amber / Red Ale,
17453,4300,San Marcos Pale Ale,American Pale Ale (APA),
17454,4300,San Marcos Old English Ale,Extra Special / Strong Bitter (ESB),5.9
17455,4300,San Marcos Red Amber Ale,American Amber / Red Ale,5.9
17456,4300,San Marcos Winter/Dark Wheat,American Dark Wheat Ale,
17457,9484,Tenshi No Shizuku (Naiyagara),Fruit / Vegetable Beer,4.5
17458,9582,Arctica Pale Ale (Endurance Pale Ale / Tom Crean's Ale),American Pale Ale (APA),
17459,12516,Golding's Session Ale,English Dark Mild Ale,2.0
17460,1872,Belle Dock Barleywine,American Barleywine,10.0
17461,196,Angel,Belgian Strong Pale Ale,8.5
17462,180,Loteling Bruin,Belgian Strong Dark Ale,7.0
17463,726,Tesco German Pilsner,Czech Pilsener,4.9
17464,74,Old Porter Ale,American Porter,
17465,3656,Harrods Knightsbridge 1849 Lager,American Adjunct Lager,5.6
17466,643,BruRm Ulmenstadt Dunkel Weizen,Dunkelweizen,5.5
17467,6903,Hoppy Black,Low Alcohol Beer,0.8
17468,8877,Honey Maibock,Maibock / Helles Bock,
17469,309,Reflets De France Blonde,Saison / Farmhouse Ale,6.0
17470,354,Carolina Light,Light Lager,3.5
17471,3776,American Wheat,American Pale Wheat Ale,5.5
17472,7527,Pale Ale,American Pale Ale (APA),4.7
17473,3098,Honey Amber Ale,American Amber / Red Ale,
17474,3098,Big Dog's Scottish Ale,Scottish Ale,
17475,227,Red Sock Bock,Maibock / Helles Bock,6.8
17476,67,Eumundi Porter,American Porter,5.4
17477,9592,Birra Del Vecchio Calabrese,German Pilsener,4.7
17479,2635,Maibock,Maibock / Helles Bock,6.5
17480,1682,Le Choulette Brune,Belgian Strong Dark Ale,7.5
17481,6045,Dry Irish Stout,Irish Dry Stout,
17483,3196,Hefe Weizen,Hefeweizen,
17484,1794,Roggen Rye,Rye Beer,5.4
17485,4216,Engel Kellerbier Dunkel,Keller Bier / Zwickel Bier,5.3
17486,5964,Schlappeseppel Pilsner,German Pilsener,5.0
17487,7527,Nut Brown Ale,English Brown Ale,5.0
17488,7253,SpringTime Spiced Lager,Herbed / Spiced Beer,
17489,1264,TBonz Nut Brown Ale,American Brown Ale,
17490,3185,Marynka Pils,Czech Pilsener,5.36
17491,3042,XPA,American Pale Ale (APA),5.5
17492,337,Saint Arnold Elissa IPA,American IPA,6.6
17493,454,Arcadia Berry White,Fruit / Vegetable Beer,
17494,1112,All American Pale Ale,American Pale Ale (APA),5.5
17495,1112,Stockyard Scotch Ale,Scotch Ale / Wee Heavy,9.0
17496,848,Beehive,American Pale Wheat Ale,5.0
17497,3818,Hop Sun (Summer Wheat Beer),American Pale Wheat Ale,5.1
17498,193,Brother David's Triple Abbey Style Ale,Tripel,10.0
17499,1497,Dry Stout,Irish Dry Stout,4.7
17500,463,Tweezer Trippel,Tripel,8.7
17501,1497,Kinnickinick Double IPA,American Double / Imperial IPA,7.0
17502,463,Big Cypress Brown,English Brown Ale,4.0
17503,417,Twins Lager Beer,American Adjunct Lager,
17504,9413,La Sans-Gêne,Vienna Lager,6.2
17505,9413,La Drôlesse,Vienna Lager,5.6
17507,1550,Al's Sweet Stout,Milk / Sweet Stout,
17508,7527,Stout,American Stout,5.0
17509,637,Bière De Beloeil,Belgian Strong Pale Ale,8.5
17510,637,Blanche De Hainaut Biologique,Witbier,5.5
17511,637,Biolégère,Belgian Pale Ale,3.5
17512,2675,Phoenix Gold,Czech Pilsener,5.0
17513,983,E & O Stout,Russian Imperial Stout,
17514,983,Dragon's Breath Winter Ale,Winter Warmer,
17515,9263,Kilimanjaro Premium Ale,American Amber / Red Ale,5.5
17516,983,E & O Pilsner,Czech Pilsener,
17517,983,Eastern Golden Ale,American Blonde Ale,
17518,9263,Kilimanjaro Bitter Ale,English Bitter,4.2
17519,7253,Pacific Porter,American Porter,
17520,6243,Independence Pale Ale,American IPA,6.0
17521,210,Vetter's Vienna,Vienna Lager,
17522,563,Wild River IPA,American IPA,7.0
17523,9121,Southport Shoreline Bitter,English Bitter,
17525,14,Anniversary Ale,Extra Special / Strong Bitter (ESB),4.8
17526,2464,The Cowboy California Common,California Common / Steam Beer,5.0
17527,1043,Blonde Bombshell Ale,American Blonde Ale,4.0
17529,63,Horseridge IPA,American IPA,5.7
17530,160,Osprey Ale,Extra Special / Strong Bitter (ESB),6.5
17532,354,Cottonwood American Wheat,American Pale Wheat Ale,4.0
17533,4887,Elland Back,English Bitter,4.6
17535,1168,Dark Mild,English Dark Mild Ale,4.5
17536,1199,Founders Summer Braggot,Braggot,7.3
17537,1199,Founders Cherry Java Stout,American Stout,5.0
17538,1199,Founders Devil Dancer,American Double / Imperial IPA,12.0
17539,844,1100.0,Quadrupel (Quad),12.1
17540,8593,Monkeytown Mild,English Dark Mild Ale,3.9
17545,5058,Rooster's - Rooster's,English Bitter,4.7
17547,9608,Best Bitter,English Bitter,4.0
17548,220,XS Ale,American Strong Ale,6.9
17549,9413,La Sancerroise,Herbed / Spiced Beer,6.9
17550,920,Cinco Estrellas,American Adjunct Lager,5.5
17551,461,Cornstalker Espresso Stout,American Stout,
17552,6971,Flood Light,Light Lager,
17553,862,Shorty's Revenge,American Strong Ale,8.0
17554,1318,Pete's Pale Ale,American Pale Ale (APA),
17555,1389,Copper Canyon Maibock,Maibock / Helles Bock,
17556,780,India Pale Ale,American IPA,6.8
17557,1199,Founders Belgian Tripple,American Double / Imperial Stout,8.7
17558,958,Liquid Evil,Tripel,9.0
17559,2455,13 Rebels ESB,Extra Special / Strong Bitter (ESB),5.2
17560,1549,Maibock,Bock,6.6
17565,1264,TBonz Market Street Wheat,American Pale Wheat Ale,
17566,5246,Powder Monkey Porter,American Porter,5.0
17567,5246,Golden's Foundry Ale,American Blonde Ale,
17569,76,Hacker-Pschorr Hubertus Bock,Maibock / Helles Bock,6.8
17571,9617,Bastone Dubbel,Dubbel,7.5
17572,1106,Grizzly Peak Farmer's Daughter,American Pale Wheat Ale,
17573,6971,Lovette Brothers Irish Red Ale,Irish Red Ale,4.5
17574,415,Amber Ale,American Amber / Red Ale,5.0
17575,2909,Premium Oak Brackett,Braggot,10.0
17577,6971,1889 Amber Ale,American Amber / Red Ale,
17578,6971,South Fork Dam Beer,American Adjunct Lager,
17579,6971,Stone Bridge Brown Ale,English Brown Ale,
17580,120,Salitos Tequila,American Adjunct Lager,5.9
17581,3098,Chile Dog,Chile Beer,
17582,3098,Peach Wheat,Fruit / Vegetable Beer,
17583,6243,Hefeweizen,Hefeweizen,4.5
17584,2043,La Bio,Euro Pale Lager,
17585,1938,Nutty Professor Brown Ale,English Brown Ale,
17586,137,Sea Dog Topsham Pale Ale,American Pale Ale (APA),4.5
17588,8284,Golden Tusk,Extra Special / Strong Bitter (ESB),5.0
17589,463,Weather Report Wheat,American Pale Wheat Ale,4.5
17590,463,Kalifornia Kolsch,Kölsch,4.8
17591,463,Stout Of Circumstance,Oatmeal Stout,6.2
17592,9602,Cape Cod Red,American Amber / Red Ale,5.5
17593,9602,Cape Cod IPA,American IPA,6.5
17594,2085,Dragonmead Armageddon Grand Cru,Quadrupel (Quad),11.0
17595,284,Sapporo Draft One,Happoshu,5.0
17597,401,Medovoye Lyegkoye,Euro Pale Lager,4.1
17598,7734,La Mi Dòna,English Pale Ale,6.5
17600,1550,VIOLATOR,Doppelbock,7.0
17601,1550,Nevermore Lager,Schwarzbier,4.9
17602,1422,Brew City Lager,American Adjunct Lager,
17603,1304,Nestucca ESB,Extra Special / Strong Bitter (ESB),6.2
17605,4398,Schwarzbier,Schwarzbier,
17606,160,England's Ale,Extra Special / Strong Bitter (ESB),4.5
17607,401,Volga Yachminnoye (Barley),Euro Pale Lager,4.5
17609,563,Extra Special Bitter,Extra Special / Strong Bitter (ESB),5.4
17610,2647,Gwiniz Du,American Dark Wheat Ale,5.4
17611,6243,Ben Franklin Brown,English Brown Ale,5.5
17612,3452,Hop Gold,American Pale Ale (APA),
17613,1037,Barley's Anastasia Russian Imperial Stout,Russian Imperial Stout,
17614,438,Kennebec Summer Ale,American Pale Ale (APA),5.3
17616,2391,Raccoon Lodge IPA,American IPA,5.8
17617,622,Four Twenty Brilliant Lager,American Adjunct Lager,5.0
17618,4110,Golden Brigade Blonde Ale,American Blonde Ale,
17620,1049,Wowzer's Wheat,American Pale Wheat Ale,3.5
17621,1049,Rocket Red Ale,American Amber / Red Ale,4.7
17622,3185,King's Slipper,Belgian Dark Ale,6.2
17623,1853,Cascade IPA,American IPA,7.0
17625,898,Heavy Seas - Red Sky At Night (Saison Ale),Saison / Farmhouse Ale,7.5
17626,209,Guinness Extra Stout (UK),Irish Dry Stout,5.0
17627,221,Red Stripe Light,Light Lager,3.6
17629,287,Bell's Whistle Ale,English Brown Ale,5.5
17630,506,Amsterdam Maximator,Doppelbock,11.6
17631,2305,Barley's Maibock,Maibock / Helles Bock,
17632,1140,Oliver's Old English Ale,English Brown Ale,5.7
17633,1140,Oliver's Blackfriar Stout,American Stout,4.9
17634,1140,Oliver's Vanilla Ice,American Pale Wheat Ale,4.3
17635,401,Volga Yantarnoye (Amber Special),Euro Dark Lager,5.0
17637,467,Summit Oatmeal Stout,Oatmeal Stout,4.7
17638,3300,Saint-Monon Bière Au Miel (Honey Blonde),Belgian Strong Pale Ale,8.0
17639,3300,La Saint-Hubert Cuvée De La Chasse,Fruit / Vegetable Beer,6.5
17640,3300,Li Berwette,Belgian Strong Pale Ale,8.0
17643,402,Dominion Summer Wheat 2004,Witbier,5.0
17644,3717,Weizen,Hefeweizen,5.0
17646,2943,Hefeweizen,Hefeweizen,
17647,2216,Drie Fonteinen Schaerbeekse Kriek,Lambic - Fruit,6.0
17648,4614,Blackwater Porter,American Porter,5.43
17650,1049,Southern Flyer Light Lager,Light Lager,3.2
17651,1049,Gadzooks Pilsner,German Pilsener,4.0
17653,2043,Schutzenberger Bière De Mars,Euro Pale Lager,
17654,4262,Pelforth Blonde,English Pale Ale,5.8
17655,14,Honey-Ginger Ale,Herbed / Spiced Beer,4.5
17657,391,Hakai,American Pale Ale (APA),
17658,2097,Kuhnhenn Devil's Horn,Fruit / Vegetable Beer,8.5
17659,2456,Otter Honey Blonde,American Blonde Ale,
17660,2456,Otter Ebony Ale,English Dark Mild Ale,
17661,2456,Otter IPA,American IPA,
17662,2423,Pale Ale,American Pale Ale (APA),
17663,603,Framboise Oud Bruin,Flanders Oud Bruin,5.0
17664,380,Ch'ti Triple,Tripel,7.5
17665,227,Burnie's Best Bitter,English Bitter,4.8
17666,6971,Steelworker Stout,American Stout,
17667,5059,Black Diamond,English Dark Mild Ale,3.5
17668,9645,Luftkissenfahrzeug,Euro Pale Lager,4.6
17669,9051,Old Freddy Walker,American Porter,7.3
17670,148,Belhaven 60/-,English Dark Mild Ale,2.9
17674,1628,Southampton May Bock,Maibock / Helles Bock,6.5
17675,7404,New World Porter,American Porter,
17676,7404,Woodruff IPA,English India Pale Ale (IPA),
17677,7404,Downtown Nut Brown,English Brown Ale,
17678,7404,White Mule Ale,Extra Special / Strong Bitter (ESB),
17679,7404,Alt,Altbier,
17680,7404,Downtown Blonde Ale,Kölsch,
17681,3599,Shimaguni Stout,Irish Dry Stout,4.6
17682,4028,Neustadt Lager,American Adjunct Lager,5.0
17683,997,Brewer's Art Charm City Sour Cherry Ale,Fruit / Vegetable Beer,
17684,309,J Absinthe,Bière de Garde,7.5
17685,309,J Gingembre,Bière de Garde,5.0
17686,318,Birra Friulana Doppio Malto,Doppelbock,
17687,1313,Got Hops?,American IPA,5.3
17688,761,The Brewery's #10 Ale,American Brown Ale,
17689,1049,Tilt Pale Ale,American Pale Ale (APA),4.5
17690,2299,Krieken Beer,Belgian Pale Ale,4.5
17691,2299,Dikke Mathile,Belgian Pale Ale,6.0
17692,2299,"Pee Klak Moorsels Bier (for Pee Klak, Gijzejem)",Belgian Pale Ale,5.4
17693,2299,"Hoeve Bier (for Pee Klak, Gijzejem)",Belgian Pale Ale,6.5
17694,2299,Callewaert Stout (for Callwaert Of Zwevezele),Foreign / Export Stout,5.5
17696,364,Maybock,Maibock / Helles Bock,
17697,1177,Dusseldorf Altbier,Altbier,5.1
17698,3938,Lake Crystal Hefe Weizen,Hefeweizen,
17699,751,Crystal Ale,Kölsch,
17700,634,Camalou,Belgian Pale Ale,6.5
17701,563,Double Eagle Imperial Stout,Russian Imperial Stout,7.9
17702,3366,Pitfield 1896 Stock Ale,English Bitter,10.0
17703,2391,Black Snout Stout,American Stout,4.9
17704,2391,Bad Billy Blond Bock,Maibock / Helles Bock,6.2
17705,563,Honey Wheat Beer,American Pale Wheat Ale,
17706,4048,Powerhouse Pale Ale,American Pale Ale (APA),5.0
17707,3366,Pitfields 1830 Amber Ale,English Strong Ale,6.0
17708,2436,High Altitude Pale Ale,American Pale Ale (APA),5.7
17709,2436,Honeymoon Wheat Ale,American Pale Wheat Ale,5.9
17710,2436,Plaza Porter,American Porter,5.5
17711,2436,End Of The Trail Brown Ale,English Brown Ale,5.4
17713,620,Dunkler Hirsch Allgäuer Weizen,Dunkelweizen,5.2
17715,216,Redbach,Flanders Red Ale,3.5
17716,48,Brussels Perzik,Fruit / Vegetable Beer,4.0
17717,1634,Gilded Otter Hefeweizen,Hefeweizen,5.0
17719,1289,Tim's Ginger Beer,Herbed / Spiced Beer,
17720,761,Shamrock Jack's Pale Ale,American Pale Ale (APA),4.8
17721,414,Ultra Blonde,Light Lager,3.71
17723,464,Rothaus Marzen Export,Märzen / Oktoberfest,5.6
17724,4117,Zwicklbier,Keller Bier / Zwickel Bier,5.2
17725,2230,Zeunerts Höga Kusten,Altbier,5.3
17726,498,Bavaria Red,Euro Strong Lager,7.9
17727,184,La Trappe Enkel,Belgian Pale Ale,5.5
17728,3604,Stout,Foreign / Export Stout,7.0
17729,5046,Barley Wine,English Barleywine,
17730,345,Victory Vienna Lager,Vienna Lager,6.7
17731,412,Kulmbacher Export,Dortmunder / Export Lager,5.4
17732,4216,Engel Kellerbier Hell,Keller Bier / Zwickel Bier,5.4
17733,914,Lewis & Clark Lager,Märzen / Oktoberfest,
17734,6785,Lasser Dunkel,Munich Dunkel Lager,
17735,2197,Sandy River Scottish Ale,Scottish Ale,
17736,2197,Liberator IPA,American IPA,
17737,1289,India Pale Ale,English India Pale Ale (IPA),5.1
17738,3791,Mesa Pale Ale,American Pale Ale (APA),5.0
17739,3791,Millinium IPA,American IPA,6.0
17740,3791,Oat Coal Porter,American Porter,4.0
17741,3791,Irish Red,Irish Red Ale,4.0
17742,3791,Artist Ale,English Bitter,4.0
17743,3456,Brussels White,Witbier,4.7
17744,1819,ESP Extra Special Pilsner,American Double / Imperial Pilsner,9.0
17745,48,Brussels Framboos,Fruit / Vegetable Beer,3.5
17746,48,Brussels Kriek,Fruit / Vegetable Beer,4.0
17747,1052,Ginger Beer,Herbed / Spiced Beer,5.0
17749,9664,Zhigulovskoye,Euro Pale Lager,4.0
17750,5425,Moskvoretzkoye Xmelnoye,American Adjunct Lager,6.2
17751,1335,Tuninator,Doppelbock,7.0
17753,1482,Birthday Bock,Bock,
17754,2308,Maibock,Maibock / Helles Bock,
17755,4457,Wieselburger Gold,Euro Pale Lager,
17756,1140,Oliver's Summer Light Ale,American Amber / Red Ale,3.2
17757,804,Printemps De Silly,Belgian Strong Pale Ale,6.5
17758,1550,Cerveza De Mayo,American Adjunct Lager,
17759,227,Whitey Belgian,Witbier,5.0
17760,8508,3 Coins Riva,Witbier,4.8
17763,798,Banner Bitter,English Bitter,4.0
17764,159,Burton Bridge Top Dog Stout,English Stout,5.0
17765,2675,Big Bad John's Traditional English Barley Wine,English Barleywine,10.2
17766,507,Gerardus Wittems Kloosterbier Dubbel,Dubbel,7.0
